Order,Family,Genus,Species,Binomial,Region,Distribution,Distribution Notes,Traits table filled by,Suggested expert,Elton Plant_Others,body_mass,data_source_body_mass,comment_body_mass,gut_type,data_source_gut_type,comments_gut_type,group_size_summer,data_source_group_size_summer,comments_group_size_summer,group_size_winter,data_source_group_size_winter,comment_group_size_winter,Litter_clutch_size,data_source_litter_clutch_size,comment_litter_clutch_size,Population_dynamics,data_source_population_dynamics,comment_population_dynamics,Habitat_type,data_source_habitat_type,comment_habitat_type,Belowground_feeding,data_source_belowground_feeding,comment_below_ground_feeding,Mobility,data_source_mobility,comment_mobility,Human_managed,data_source_human_managed,comment_human_managed,Diet_type,data_source_diet_type,comment_diet_type,diet_item_forb,data_source_diet_item_forb,comment_diet_item_forb,diet_item_graminoid,data_source_diet_item_graminoid,comment_diet_item_graminoid,diet_item_shrub,data_source_diet_item_shrub,comment_diet_item_shrub,diet_item_moss,data_source_diet_item_moss,comment_diet_item_moss,diet_item_lichen,data_source_diet_item_lichen,comment_diet_item_lichen,wintering_strategy,data_source_wintering_strategy,comment_wintering_strategy,Use_of_vegetation,data_source_use_of_vegetation,comment_use_of_vegetation
Galliformes,Phasianidae,Falcipennis,franklinii,Falcipennis franklinii,North America,Western,,Jesus Adrian Chimal,,,,,,hindgut_fermenter,assumed,,solitary,Handbook of the birds of the world,Described as with high territoriality,solitary,Handbook of the birds of the world,,5.5,average from handbook range,,noncyclic,https://www.iucnredlist.org/species/61204155/95167109#population,,terrestrial,Handbook of the birds of the world,,none,Handbook of the birds of the world,,no,Handbook of the birds of the world,,,,,facultative_specialist,,,3,Handbook of the birds of the world,,0,Handbook of the birds of the world,,3,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,active_above_snow,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Sciuridae,Glaucomys,sabrinus,Glaucomys sabrinus,North America,,,Jesus Adrian Chimal,Louis Imbeau UQAbitibi Temiscamingue,30,166.00,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,inferred from description in the book,solitary,Handbook of the mammals of the world,inferred from description in the book,3,PanTHERIA,,noncyclic,https://www.iucnredlist.org/species/39553/22256914#habitat-ecology,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,3,https://www.iucnredlist.org/species/39553/22256914#habitat-ecology,,active_above_snow,Handbook of the mammals of the world,,canopy,Handbook of the mammals of the world,
Galliformes,Phasianidae,Lagopus,lagopus,Lagopus lagopus,Biome,,,Katie Christie,,90,566.86,EltonTraits,,hindgut_fermenter,,,solitary,Hannon et al. 1998,,large_group,Hannon et al. 1998,Jennifer per obs: small groups,9,Hannon et al. 1998,Clutch size: 4-14 eggs,cyclic_noncyclic,,Are there noncyclic populations?,terrestrial,,,none,expert (1),,yes,Gruys 1993,Move up to 88 km from breeding territory in winter; Gruys 1993,none,,,facultative_generalist,,,1,"Hannon et al. 1998, Weeden 1969",,1,"Hannon et al. 1998, Weeden 1969",,3,"Hannon et al. 1998, Weeden 1969",,1,"Hannon et al. 1998, Weeden 1969",,0,"Hannon et al. 1998, Weeden 1969",,active_above_snow,,,ground_vegetation,Handbook of the birds of the world,
Galliformes,Phasianidae,Lagopus,leucura,Lagopus leucura,North America,Western,,Katie Christie,,100,354.97,EltonTraits,,hindgut_fermenter,,,solitary,Martin et al. 2015,,large_group,Martin et al. (2015),,5.5,Martin et al. (2015),Clutch size = 2-9 eggs,cyclic_noncyclic,,,terrestrial,,,none,expert (1),,yes,Juveniles disperse up to 20 km; Martin et al. 2000,,none,,,facultative_generalist,,,1,"Martin et al. 2015, Hoffman 2006",,1,"Martin et al. 2015, Hoffman 2006",,3,"Martin et al. 2015, Hoffman 2006",,0,"Martin et al. 2015, Hoffman 2006",,0,"Martin et al. 2015, Hoffman 2006",,active_above_snow,,,ground_vegetation,Handbook of the birds of the world,
Galliformes,Phasianidae,Lagopus,muta,Lagopus muta,Biome,,,Katie Christie,,70,535.30,EltonTraits,,hindgut_fermenter,Gasaway et al. 1975; Gasway et al. 1976,,solitary,Montgomerie and Holder 2008,,large_group,Montgomerie and Holder 2008,Jennifer per obs: small groups,9,Montgomerie and Holder 2008,Mean clutch size = 9 eggs. Range = 6-13 eggs,cyclic_noncyclic,,"Are there noncyclic populations? All refs (from Jennifer; Watson et al, Magnusson et al, Cattadori et al, Weeden et al, Pedersen et al say that they are cyclic)",terrestrial,,,none,expert (1),,yes,Weeden 1964,Move up to 16-32 km from breeding grounds (Weeden 1964),none,,,facultative_specialist,,,1,"Montgomerie and Holder 2008, Weeden 1969",,1,"Montgomerie and Holder 2008, Weeden 1969",,3,"Montgomerie and Holder 2008, Weeden 1969",,1,"Montgomerie and Holder 2008, Weeden 1969",,0,"Montgomerie and Holder 2008, Weeden 1969",,active_above_snow,,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,Palaearctic,Russia-South,,Jesus Adrian Chimal,,100,20.03,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,,8.9,Handbook of the mammals of the world,highest average,cyclic_noncyclic,"Krebs, C. 2001. Voles and Lemmings. Pp. 628-633 in D Macdonald, S Norris, eds. The New Encyclopedia of Mammals. Oxford: Oxford University Press.",,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,90-100 species of green plants but can eat insects,3,https://www.iucnredlist.org/species/11179/115100995#habitat-ecology,,2,https://www.iucnredlist.org/species/11179/115100995#habitat-ecology,,2,https://www.iucnredlist.org/species/11179/115100995#habitat-ecology,,1,https://www.iucnredlist.org/species/11179/115100995#habitat-ecology,,1,https://www.iucnredlist.org/species/11179/115100995#habitat-ecology,,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lasiopodomys,brandtii,Lasiopodomys brandtii,Palaearctic,Mongolia,,Jesus Adrian Chimal,,100,93.82,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,,9.8,Handbook of the mammals of the world,highest average,cyclic,Handbook of the mammals of the world,briefly mentioned in book*,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lasiopodomys,mandarinus,Lasiopodomys mandarinus,Palaearctic,Mongolia,,Jesus Adrian Chimal,,100,47.48,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,,5.7,Handbook of the mammals of the world,highest average,noncyclic,No mention of a cyclic population,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_specialist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lemmus,amurensis,Lemmus amurensis,Palaearctic,Russia-East,,Natasha Sokolova,,90,43.70,Cherniavsky (1984),,hindgut_fermenter,"Revin, 1983",,solitary,,,solitary,,,5.5,"Revin, 1983",,cyclic,expert (1),,terrestrial,,,burrowing,expert (1),,no,expert (3),,none,,,obligatory_specialist,"Revin, 1983",,1,"Revin, 1983",,1,"Revin, 1983",,0,"Revin, 1983",,3,"Revin, 1983",,0,"Revin, 1983",,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lemmus,lemmus,Lemmus lemmus,Palaearctic,Fennoscandia,,Eeva Soininen,,90,47.50,EltonTraits,,hindgut_fermenter,expert (3),,solitary,expert (3),,solitary,expert (2),,5.1,PanTHERIA,,cyclic,Stenseth & Ims 1993,,terrestrial,expert (3),,burrowing,expert (3),,no,expert (3),,none,expert (3),,facultative_generalist,,,1,"Batzli 1993 and references therein, Soininen 2012",,3,"Batzli 1993 and references therein, Soininen 2012",,1,"Batzli 1993 and references therein, Soininen 2012",,3,"Batzli 1993 and references therein, Soininen 2012",,0,Batzli 1993 and references therein,,active_below_snow,expert (3),,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lemmus,portenkoi,Lemmus portenkoi,Palaearctic,Russia - very narrow,,Dorothee Ehrich,,90,55.76,EltonTraits,,hindgut_fermenter,,,solitary,,,solitary,,,5.75,Chernyavskiy 2002,,cyclic,Menyushina et al. 2012,,terrestrial,,,burrowing,,"but less than Dicrostonyx, and more in the vegetation layer than in the ground",no,expert (3),,none,,,facultative_specialist,Chernyavskiy 2002,,2,Kiriushenko and Kiriushenko 1979. Chernyavskiy et al. 1981,,2,Kiriushenko and Kiriushenko 1979. Chernyavskiy et al. 1981,,0,Kiriushenko and Kiriushenko 1979. Chernyavskiy et al. 1981,,3,Kiriushenko and Kiriushenko 1979. Chernyavskiy et al. 1981,,0,Kiriushenko and Kiriushenko 1979. Chernyavskiy et al. 1981,,active_below_snow,Chernyavskiy 2002,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lemmus,sibiricus,Lemmus sibiricus,Palaearctic,Russia,,Dorothee Ehrich/Natasha Sokolova,,90,52.27,EltonTraits,,hindgut_fermenter,"Kopein, 1958",,solitary,"Mironov, 2003",,solitary,"Dunaeva, 1948",originally recorded solitary or family group,6.39,PanTHERIA,,cyclic,"Dunaeva, 1948 and many others",,terrestrial,"Dunaeva, 1948; Mironov, 2003",,burrowing,"Dunaeva, 1948; Danilov, 2000","they use burrows, though to a lesser extent than Dicrostonyx",no,"Mironov, 2003",4415 m2,none,,,facultative_generalist,Dunaeva 1948,,2,"Dunaeva 1948; Kopein, 1959",,3,"Dunaeva 1948; Kopein, 1959",,1,"Dunaeva 1948; Kopein, 1959",,0,"Dunaeva 1948; Kopein, 1959","This is strange considering the diet of the other lemmings. Dunaeva's results are based on field observations and lemmings kept in captivity, but she writes that they don't eat mosses. The Wrangel Island results are based on microhistology of stomach contents. Our data indicate that some lemmings did eat mosses, but not all....",0,"Dunaeva 1948; Kopein, 1959",,active_below_snow,"Dunaeva, 1948",,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Lemmus,trimucronatus,Lemmus trimucronatus,North America,And Berringia,,Eeva Soininen,,90,69.82,EltonTraits,"45,7 (Gruyer et al 2010)",hindgut_fermenter,expert (3),,solitary,Banks et al 1975,,solitary,expert (2),,6.86,PanTHERIA,,cyclic,"Pitelka & Batzli 1993, Gruyer et al 2008",,terrestrial,expert (3),,burrowing,Banks et al 1975,,no,expert (3),,none,expert (3),,facultative_generalist,Batzli 1993 and references therein,"I am not sure how well they would survive on only moss for a period - but they do hav a specific adaptation to digest a ""difficult food""",1,"Batzli 1993 and references therein, Soininen et al 2015",,3,"Batzli 1993 and references therein, Soininen et al 2015",,1,"Batzli 1993 and references therein, Soininen et al 2015",mainly low use - Soininen et al 2015 is the only study that found high proportions,3,"Batzli 1993 and references therein, Soininen et al 2015",,0,Batzli 1993 and references therein,,active_below_snow,expert (3),,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Leporidae,Lepus,americanus,Lepus americanus,North America,,,Jennifer Forbey,,70,120.00,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,3.02,PanTHERIA,,noncyclic,Handbook of the mammals of the world,,terrestrial,Handbook of the mammals of the world,,none,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,no,Handbook of the mammals of the world,,none,,,facultative_generalist,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,2,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,1,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,2,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,0,"Gliwicz, J., Pagacz, S., & Witczuk, J. (2006). Strategy of food plant selection in the Siberian northern pika, Ochotona hyperborea. Arctic, Antarctic, and Alpine Research, 38(1), 54-59.",,1,Handbook of the mammals of the world,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Leporidae,Lepus,arcticus,Lepus arcticus,North America,,,Jennifer Forbey,,100,142.15,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,3.4,IUCN redlist,,noncyclic,Handbook of the mammals of the world,,terrestrial,Handbook of the mammals of the world,,none,IUCN redlist,,no,Handbook of the mammals of the world,,none,,,facultative_generalist,expert (1),assumed based on closely related O. hyperborea,2,expert (1),assumed based on closely related O. hyperborea,1,expert (1),assumed based on closely related O. hyperborea,2,expert (1),assumed based on closely related O. hyperborea,0,expert (1),assumed based on closely related O. hyperborea,1,Handbook of the mammals of the world,,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Leporidae,Lepus,europaeus,Lepus europaeus,Palaearctic,Fennoscandia and S Russia,,Jesus Adrian Chimal,,100,129.00,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,3.35,PanTHERIA,,noncyclic,Handbook of the mammals of the world,,terrestrial,Handbook of the mammals of the world,,none,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,no,Handbook of the mammals of the world,,none,,,facultative_generalist,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,1,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,3,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,3,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,1,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,1,"Hudson, J. M., Morrison, S. F., & Hik, D. S. (2008). Effects of leaf size on forage selection by collared pikas, Ochotona collaris. Arctic, Antarctic, and Alpine Research, 40(3), 481-486.",,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
